product_title,star_rating,verified_purchase,review_headline,review_body,review_date
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,3,Y,Three Stars,They work well but don't last very long at all.,8/13/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,1,Y,One Star,the filter had my water blue. returned and will never buy again.,8/12/15
GE MSWF Compatible Water Filter - Refrigerator,5,Y,Five Stars,Very good,8/12/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Megsfiltertron,"Great tasting water, this filter is the Maserati of fridge filters.",8/12/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Excellent and quick service. Very satisfied.,8/12/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,"The water filters were a perfect fit, will order again when needed.",8/12/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,VERY HAPPY WITH IT......,8/12/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,GREAT VALUE,I love this!! It sure beats the last one I bought for $49.99. Just be sure to run about 8 glasses of water through it first before drinking any... just like it says in the instructions.,8/11/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Installed easily and works as expected,Clear install instructions right on outside of box.  Installed easily and works as expected.  Will purchase again and recommend to others.,8/11/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,3,Y,These filters make the water taste funny. I regret buying them and won't buy knockoffs ...,I was lured by the price. These filters make the water taste funny. I regret buying them and won't buy knockoffs again. The water from the filter tastes worse than sink water. I'm going back to the more expensive filters. I should have listened.,8/11/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,What a deal!!,"Easy to install, great to use, and half the price of the General Electric brand filter! AND if your not totally satisfied, this company has a fantastic customer service department that's just waiting to solve your issue! You may as well stock up while prime shipping is available they don't have a shelf life, and last forever (while sealed!)!",8/11/15
Genuine Factory OEM Original Dryer Drum Belt 661570 661570V,5,Y,Perfect,Perfect,8/11/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Very satisfied with this water filter!,8/11/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,3,Y,Maybe not a perfect replacement.,Seems to let air in the line so we get some odd noises and vibrations. Not sure whether it's the filter or our fridge.,8/11/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,during my google search for a great replacement this was one of the top recommendation installed ...,i was using the Brita filter but they stop manufacturing this unit. during my google search for a great replacement this was one of the top recommendation installed w/o any problem and the water taste great,8/10/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Water is better and flows better with this filter.,Way better than oem.,8/10/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Pressure is better with this than the GE model .,8/10/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great priced alternative filter,Nice cheaper alternative replacement filter for our refrigerator.,8/10/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great product for reasonable price,Great product for reasonable price. I think GE over priced their filter. It should not be difficult to install it. I would recommend this filter for anyone that I know.,8/10/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Water taste fine and half the price of GE!,8/10/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Filter was easy to install and seems to be working perfectly at ...,Filter was easy to install and seems to be working perfectly at half the cost of the GE brand. I will purchase this filter brand again when it is needed.,8/10/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Does the job!,"Have used this filter for a few weeks now and so far so good. It's doing the job as well as the actual GE filter does so I'm very happy with this purchase. If it lasts the same amount of time (and time will tell), why pay more?",8/10/15
GE Dryer Timer WE4M527,5,Y,Five Stars,none,8/10/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Good replacement,Replaced the OEM filter perfectly at close to half the price from the big box store.  This one works just as good as the original one.,8/10/15
GE Profile : PCR06WATSS 24 Wine Center with a 57 Bottle Capacity,3,Y,Three Stars,Badly designed shelves,8/9/15
GE MSWF Compatible Water Filter - Refrigerator,5,Y,Five Stars,"Works like original filter, great service. Will order again.",8/9/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,great replacement.,"This filter would appear to be exactly like the original equiptment. Installed easily and works great. I thought there was a bit of a &#34;plastic&#34; taste to the water at first, but after running some water thru the system (less than a gallon) it was perfect. I liked the fact that the filter comes sealed in a plastic cover. It seems to allow a faster flow of water than the original too. This is my choice from now on.",8/9/15
"GE GUD27ESSJWW 27"" Unitized Spacemaker  Washer and Electric Dryer in White",5,Y,Five Stars,My wife and I really love this washer/dryer combo and it really saves on space as well.,8/9/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,"Had a little trouble installing, as I have with ...","Had a little trouble installing, as I have with other filters as well, so nothing new.  I just had to take it out and start over several times to get it right.  Now that it's installed, it seems to be working very well.  The water the filter delivers tastes fresh and crisp.  And the price is a definite positive factor.",8/9/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Perfect,8/9/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great filter,"Changing the filter was log overdue, the fit was perfect!",8/9/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,great customer service - the proactive kind - but bottom line....Great product,8/9/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Very satisfied!!,I received the filter within 2 days. Very satisfied!!,8/8/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Happy with my purchase,Perfect replacement for the GE filter...very easy to install...half the price.. Water flow is much faster.,8/8/15
"GE JVM3160RFSS 30"" Over-the-Range Microwave Oven in Stainless Steel",3,Y,Door is defective. Must push it hard otherwise time ...,Door is defective. Must push it hard otherwise time counting down without microwave working. I would not buy it again.,8/8/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Worked as well as the higher priced ones.  No leaks.,8/8/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great filter and great price!,Works really well...the water coming out of this rental's fridge was abhorrent. Almost moldy. Now it's super fresh!,8/8/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,A+,Works great. Well made and perfect fit.,8/8/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,Good fit - not sure if the water quality got ...,Good fit -  not sure if the water quality got better...,8/8/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,"Easy install, works great! Save the money go with this over factory brand .",8/8/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,easy to install,"Fast Shipping, easy to install, first time buyer for this brand, so far it's been great!",8/8/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,3,Y,The filtet dos not work. There is no water ...,The filter does not work. There is no water at dispenser . Water flows from  the bottom of the refrigerator. Seems to be defective.,8/7/15
GE Microwave Oven Magnetron and Diode Kit OM75P (10) Part # WB27X10017,5,Y,Five Stars,Part was perfect and it was delivered on a Sunday.,8/7/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Cheaper than GE Filter,Works great & a lot cheaper than the GE filter! Thanks!,8/7/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,"good price, works perfectly",8/7/15
GE CSA1201RSS Cafe Advantium 1.7 Cu. Ft. Stainless Steel Over-the-Range Microwave - Convection,4,Y,Happy with the purchase,Works well and looks great. Cooking  selection process is a little cumbersome.,8/7/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Ships fast and works.,"Filter fits our GE fridge same as the OEM brand. So far, so good. Shipping was really fast, too.",8/7/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,"It installed easily, I probably would have given int 5 stars ...","I've only used this about a week.  It installed easily, I probably would have given int 5 stars if I'd had it longer.  We'll see if it lasts like the MWF.<br />The price is sure right!",8/7/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,A great filter.,"As good as the original as far as I'm concerned, and a better price. Never had a company follow up on a purchase as well as the Waterfall Filter Company.",8/7/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Filter works great,8/7/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,2,Y,Filter was a little more difficult to install than the ...,"Filter was a little more difficult to install than the GE filter, and the flow rate was less than the old filter, which is why I replaced it.  \\\\",8/7/15
"GE JVM3160RFSS 30"" Over-the-Range Microwave Oven in Stainless Steel",4,Y,Updating a standard.,"I chose this unit because it is the identical unit to mine that finally died after 14 years.  It performs as expected however the mounting hardware has changed slightly and needed adjustments to hang the new oven on the existing bracket. It came with a grease filter however the case design has changed and there was no way to install it without disassembling the entire shell of the unit contrary to the illustrated instructions.<br />My only real complaint is that the touch control panel still is not lit.  With a dozen options all looking identical, it's impossible to even select the surface light switch without having to put on overhead lights. Aggravating but not a deal breaker.  It's still a functional and solid unit that should provide years of service.",8/7/15
